msync: bootstrapped mach port on wine-3d4b435-msync.
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\oleacc.dll" at 00000003B8910000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UIAutomationCore.DLL" at 000000029DB00000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Secur32.dll" at 00000003AFEF0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USERENV.dll" at 0000000244FC0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\NETAPI32.dll" at 00000001D4930000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\kernelbase.dll" at 0000000174000000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\kernel32.dll" at 0000000178000000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shcore.dll" at 00000002BDE30000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shlwapi.dll" at 00000002A2380000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\SHELL32.dll" at 000000023BC00000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\bcrypt.dll" at 00000002EE630000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\crypt32.dll" at 00000000007A0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINTRUST.dll" at 00000002A3D30000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\imm32.dll" at 0000000393730000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMCTL32.dll" at 00000002FB3C0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WTSAPI32.dll" at 0000000394BA0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\HID.DLL" at 00000002E0D50000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\chrome_elf.dll" at 0000000000880000: native
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\DWrite.dll" at 00000001DBC50000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dwmapi.dll" at 00000002EF230000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UxTheme.dll" at 000000026C230000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ncrypt.dll" at 00000002445A0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USP10.dll" at 0000000010000000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\compstui.dll" at 0000000313390000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINSPOOL.DRV" at 0000000223D50000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\d3d9.dll" at 00000000009C0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxva2.dll" at 0000000360D70000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMDLG32.dll" at 0000000222ED0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\CRYPTUI.dll" at 000000034B370000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\mpr.dll" at 0000000250CD0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wininet.dll" at 0000000345640000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\urlmon.dll" at 00000001DE160000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\jsproxy.dll" at 00000002EB680000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINHTTP.dll" at 00000001EFE00000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\credui.dll" at 00000002B1D60000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dhcpcsvc.DLL" at 0000000259060000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wevtapi.dll" at 000000032D700000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ESENT.dll" at 000000028A2A0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\zf_cef.dll" at 0000000180000000: native
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ucrtbase.dll" at 00000002C7470000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dbghelp.dll" at 000000023ECB0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WS2_32.dll" at 0000000370F70000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\msvcrt.dll" at 0000000228280000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\sechost.dll" at 00000001EAF60000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\advapi32.dll" at 00000001D8C90000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dnsapi.dll" at 0000000296590000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\nsi.dll" at 000000026C190000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\IPHLPAPI.DLL" at 00000003982D0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\ZFGameBrowser.exe" at 0000000140000000: native
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\version.dll" at 000000025DC30000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\win32u.dll" at 00000002C73A0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\user32.dll" at 00000002169D0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\gdi32.dll" at 00000002BB0A0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\kernelbase.dll" at 0000000174000000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\kernel32.dll" at 0000000178000000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\rpcrt4.dll" at 0000000368420000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\combase.dll" at 000000031C5D0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ole32.dll" at 000000020B860000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\OLEAUT32.dll" at 00000001D0E20000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxgi.dll" at 0000000000790000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\msacm32.dll" at 0000000351A60000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINMM.dll" at 00000002945E0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\PROPSYS.dll" at 0000000263650000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\oleacc.dll" at 00000003B8910000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UIAutomationCore.DLL" at 000000029DB00000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Secur32.dll" at 00000003AFEF0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USERENV.dll" at 0000000244FC0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\NETAPI32.dll" at 00000001D4930000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shcore.dll" at 00000002BDE30000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shlwapi.dll" at 00000002A2380000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\SHELL32.dll" at 000000023BC00000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\bcrypt.dll" at 00000002EE630000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\crypt32.dll" at 00000000007A0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINTRUST.dll" at 00000002A3D30000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\imm32.dll" at 0000000393730000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMCTL32.dll" at 00000002FB3C0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WTSAPI32.dll" at 0000000394BA0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\HID.DLL" at 00000002E0D50000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\chrome_elf.dll" at 0000000000880000: native
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\DWrite.dll" at 00000001DBC50000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dwmapi.dll" at 00000002EF230000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UxTheme.dll" at 000000026C230000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ncrypt.dll" at 00000002445A0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USP10.dll" at 0000000010000000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\compstui.dll" at 0000000313390000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINSPOOL.DRV" at 0000000223D50000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\d3d9.dll" at 00000000009C0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxva2.dll" at 0000000360D70000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMDLG32.dll" at 0000000222ED0000: builtin
041c:fixme:virtual:prefetch_memory (process=0xffffffffffffffff,flags=0) NtSetInformationVirtualMemory(VmPrefetchInformation) partial stub
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\CRYPTUI.dll" at 000000034B370000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ucrtbase.dll" at 00000002C7470000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dbghelp.dll" at 000000023ECB0000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\winemac.drv" at 00000000018E0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\mpr.dll" at 0000000250CD0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wininet.dll" at 0000000345640000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\urlmon.dll" at 00000001DE160000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\ZFGameBrowser.exe" at 0000000140000000: native
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WS2_32.dll" at 0000000370F70000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\jsproxy.dll" at 00000002EB680000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINHTTP.dll" at 00000001EFE00000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\credui.dll" at 00000002B1D60000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dhcpcsvc.DLL" at 0000000259060000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\kernelbase.dll" at 0000000174000000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\kernel32.dll" at 0000000178000000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wevtapi.dll" at 000000032D700000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\msvcrt.dll" at 0000000228280000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ESENT.dll" at 000000028A2A0000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\zf_cef.dll" at 0000000180000000: native
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\sechost.dll" at 00000001EAF60000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\advapi32.dll" at 00000001D8C90000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dnsapi.dll" at 0000000296590000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\nsi.dll" at 000000026C190000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\IPHLPAPI.DLL" at 00000003982D0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\version.dll" at 000000025DC30000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\win32u.dll" at 00000002C73A0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\user32.dll" at 00000002169D0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\gdi32.dll" at 00000002BB0A0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\rpcrt4.dll" at 0000000368420000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\combase.dll" at 000000031C5D0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ole32.dll" at 000000020B860000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\OLEAUT32.dll" at 00000001D0E20000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxgi.dll" at 0000000000790000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\msacm32.dll" at 0000000351A60000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINMM.dll" at 00000002945E0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ucrtbase.dll" at 00000002C7470000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dbghelp.dll" at 000000023ECB0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\PROPSYS.dll" at 0000000263650000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WS2_32.dll" at 0000000370F70000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\msvcrt.dll" at 0000000228280000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\oleacc.dll" at 00000003B8910000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UIAutomationCore.DLL" at 000000029DB00000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\sechost.dll" at 00000001EAF60000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\advapi32.dll" at 00000001D8C90000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dnsapi.dll" at 0000000296590000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Secur32.dll" at 00000003AFEF0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\nsi.dll" at 000000026C190000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\IPHLPAPI.DLL" at 00000003982D0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USERENV.dll" at 0000000244FC0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\NETAPI32.dll" at 00000001D4930000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\version.dll" at 000000025DC30000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\win32u.dll" at 00000002C73A0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\user32.dll" at 00000002169D0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\gdi32.dll" at 00000002BB0A0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\rpcrt4.dll" at 0000000368420000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\combase.dll" at 000000031C5D0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ole32.dll" at 000000020B860000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\OLEAUT32.dll" at 00000001D0E20000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shcore.dll" at 00000002BDE30000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shlwapi.dll" at 00000002A2380000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxgi.dll" at 0000000000790000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\SHELL32.dll" at 000000023BC00000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\msacm32.dll" at 0000000351A60000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINMM.dll" at 00000002945E0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\PROPSYS.dll" at 0000000263650000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\oleacc.dll" at 00000003B8910000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UIAutomationCore.DLL" at 000000029DB00000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Secur32.dll" at 00000003AFEF0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\bcrypt.dll" at 00000002EE630000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USERENV.dll" at 0000000244FC0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\crypt32.dll" at 00000000007A0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINTRUST.dll" at 00000002A3D30000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\NETAPI32.dll" at 00000001D4930000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\imm32.dll" at 0000000393730000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shcore.dll" at 00000002BDE30000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\shlwapi.dll" at 00000002A2380000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\SHELL32.dll" at 000000023BC00000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMCTL32.dll" at 00000002FB3C0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WTSAPI32.dll" at 0000000394BA0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\bcrypt.dll" at 00000002EE630000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\crypt32.dll" at 00000000007A0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINTRUST.dll" at 00000002A3D30000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\HID.DLL" at 00000002E0D50000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\imm32.dll" at 0000000393730000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMCTL32.dll" at 00000002FB3C0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WTSAPI32.dll" at 0000000394BA0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\chrome_elf.dll" at 0000000000880000: native
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\HID.DLL" at 00000002E0D50000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\chrome_elf.dll" at 0000000000880000: native
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\DWrite.dll" at 00000001DBC50000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\DWrite.dll" at 00000001DBC50000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dwmapi.dll" at 00000002EF230000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dwmapi.dll" at 00000002EF230000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UxTheme.dll" at 000000026C230000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Kerberos.dll" at 00000001CE760000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ncrypt.dll" at 00000002445A0000: builtin
0454:err:kerberos:kerberos_LsaApInitializePackage no Kerberos support, expect problems
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\UxTheme.dll" at 000000026C230000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USP10.dll" at 0000000010000000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\MSV1_0.dll" at 0000000311F40000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\compstui.dll" at 0000000313390000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ncrypt.dll" at 00000002445A0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINSPOOL.DRV" at 0000000223D50000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\d3d9.dll" at 00000000009C0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\USP10.dll" at 0000000010000000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxva2.dll" at 0000000360D70000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMDLG32.dll" at 0000000222ED0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\CRYPTUI.dll" at 000000034B370000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\compstui.dll" at 0000000313390000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINSPOOL.DRV" at 0000000223D50000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\mpr.dll" at 0000000250CD0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wininet.dll" at 0000000345640000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\urlmon.dll" at 00000001DE160000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\d3d9.dll" at 00000000009C0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\jsproxy.dll" at 00000002EB680000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINHTTP.dll" at 00000001EFE00000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dxva2.dll" at 0000000360D70000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\credui.dll" at 00000002B1D60000: builtin
0424:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\POWRPROF.dll" at 0000000284EA0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dhcpcsvc.DLL" at 0000000259060000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\COMDLG32.dll" at 0000000222ED0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wevtapi.dll" at 000000032D700000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ESENT.dll" at 000000028A2A0000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\zf_cef.dll" at 0000000180000000: native
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\CRYPTUI.dll" at 000000034B370000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\mpr.dll" at 0000000250CD0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wininet.dll" at 0000000345640000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\urlmon.dll" at 00000001DE160000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\jsproxy.dll" at 00000002EB680000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\WINHTTP.dll" at 00000001EFE00000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\credui.dll" at 00000002B1D60000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dhcpcsvc.DLL" at 0000000259060000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\wevtapi.dll" at 000000032D700000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\ESENT.dll" at 000000028A2A0000: builtin
049c:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\zf_cef.dll" at 0000000180000000: native
0454:fixme:process:GetProcessMitigationPolicy (FFFFFFFFFFFFFFFF, 4, 000000000011FC88, 4): stub
0454:fixme:heap:RtlSetHeapInformation HEAP_INFORMATION_CLASS 1 not implemented!
0454:fixme:ntdll:EtwEventSetInformation (deadbeef, 2, 00000560002A81B0, 16) stub
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\winemac.drv" at 00000000018E0000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\rtworkq.dll" at 00000001FFB10000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\mfplat.dll" at 00000003BB450000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\mf.dll" at 000000033F230000: builtin
0454:fixme:ntdll:NtQuerySystemInformation info_class SYSTEM_PERFORMANCE_INFORMATION
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\winemac.drv" at 00000000018E0000: builtin
04ac:fixme:thread:QueryThreadCycleTime (0000000000000108,0000000003A5FC00): stub!
0454:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\D3DCompiler_47.dll" at 0000000003B60000: native
0454:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\libglesv2.dll" at 0000000004020000: native
0454:trace:loaddll:build_module Loaded L"C:\\HoYoGame\\YuanShen_Data\\Plugins\\libegl.dll" at 0000000004640000: native
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Kerberos.dll" at 00000001CE760000: builtin
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\d3d11.dll" at 00000000046B0000: builtin
0480:err:kerberos:kerberos_LsaApInitializePackage no Kerberos support, expect problems
0454:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\dcomp.dll" at 0000000341EF0000: builtin
0480:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\MSV1_0.dll" at 0000000311F40000: builtin
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\Kerberos.dll" at 00000001CE760000: builtin
0490:err:kerberos:kerberos_LsaApInitializePackage no Kerberos support, expect problems
0490:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\MSV1_0.dll" at 0000000311F40000: builtin
04a4:trace:loaddll:build_module Loaded L"C:\\windows\\system32\\winemac.drv" at 00000000018E0000: builtin
0480:fixme:process:GetProcessMitigationPolicy (FFFFFFFFFFFFFFFF, 4, 000000000011FC88, 4): stub
0480:fixme:heap:RtlSetHeapInformation HEAP_INFORMATION_CLASS 1 not implemented!
0480:fixme:ntdll:EtwEventSetInformation (deadbeef, 2, 0000035C002A81B0, 16) stub
0490:fixme:process:GetProcessMitigationPolicy (FFFFFFFFFFFFFFFF, 4, 000000000011FC88, 4): stub
0490:fixme:heap:RtlSetHeapInformation HEAP_INFORMATION_CLASS 1 not implemented!
